Reference;Configuration;Price;Discount;Minimum Price ES;Minimum Price EN;Level 1;Level 2;Collection;Item name;Description;Configuration name;English name;English description;French name;French description;Italian name;Italian description;Portuguese name;Portuguese Description;Image name;assembly instructions;Stock;Date;EAN;Width;Height;depth;Dimension;Minimun Height;maximum height;Price in dollars;;Weight;Volume packaging ;"Sizes of carton No.1; width";"Sizes of carton No.1; height";"Sizes of carton No.1; depth";Packaging weight 1:;"Sizes of carton No.2; width";"Sizes of carton No.2; height";"Sizes of carton No.2; depth";Packaging weight 2:;"Sizes of carton No.3; width";"Sizes of carton No.3; height";"Sizes of carton No.4; depth";Packaging weight 3:;"Sizes of carton No.4; width";"Sizes of carton No.4; height";"Sizes of carton No.4; depth";Packaging weight 4:;Energy class:;IP;Electric class:;Power:;Voltage:;Frecuency:;Lumen:;Dimmable:;regulation;OUTPUT POWER;POWER INTENSITY;Colour temperature:;Average lifespan:;Power factor:;CRI;Lampholder bulb1;Quantity of light bulb1;bulbs included;Power bulb1;Voltage Bulb1;Frecuency Bulb1;Lumen bulb1;Colour temperature Bulb1;Averge lifespan bulb1;Power factor bulb1;CRI bulb1;Lampholder bulb2;Quantity of light bulb2;Power bulb2;Voltage Bulb2;Frecuency Bulb2;Lumen bulb2;Colour temperature Bulb2;Averge lifespan bulb2;Power factor bulb2;CRI bulb2;Material;Finish;Assembling time by customer:;"Sizes of the Shade/glass shade; width";"Sizes of the Shade/glass shade; height";"Sizes of the Shade/glass shade; depth";"Sizes of the Shade/glass shade; diameter";"Sizes of the canopy; width";"Sizes of the canopy; height";"Sizes of the canopy; depth";"Sizes of the canopy; depth";Cable colour;Size of the mirror plate,width:;Size of the mirror plate,high:;Width of the frame;Top thickness;Extendable table?;seat height:;seat width:;seat depth;back width:;back height;Material:;removable cover;adjustable;Only UK plug
741563;;147;30;165;180;1;1;Órbita;LAMPARA LED·ORBITA·4L CROMO;Lámpara de 4 luces LED. Realizada en metal y aluminio. Acabado cromo. Difusor acrílico. 21,6W LED. 1.512 lm. 4.000 K.;;·ORBITA· LED LAMP, 4L., CHROME;LED light lamp, made of metal and aluminium. Chrome finish. Acrylic diffuser. 21,6W LED. 1512 lm. 4000K.;LAMPE LED·ORBITA·4L CHROME;Lampe éclairage LED, réalisée en métal et aluminium. Finition chrome. Diffuseur acrylique. 21,6W LED. 1512 lm. 4000K. (Consommation : 223 heures de lumière pour moins d’1€).;L. SOSP. LED ·ORBITA· 4L CROMO;Lampada a sospensione a illuminazione LED in metallo e alluminio con rifiniture in cromo. Diffusore in materiale acrilico. 21,6W LED. 1512 lumen. 4000K. (Consumo: 223 ore per meno di 1 euro).;CANDEEIRO LED ·ORBITA·4LCRÓMIO;Candeeiro de iluminação LED realizado em metal e alumínio. Acabamento crómio. Difusor acrílico. 21,6W LED. 1512 lm. 4000K. (Consumo: 223 horas de luz por menos de 1 Euro).;741563.jpg;741563.pdf;6;;8,44E+12;100;5;16;0;20;150;0;0;1,79;0,035;24;111;13;3;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 1;21,60W;110/220 V;50/60 Hz;2.080;NO;;12;0;4.000;20.000;1;80;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal y aluminio. Metacrilato.;Cromo brillo. Opal;0;0;0;0;0;23;4;6;0;;0;0;0;0;;0;0;0;0;0;;;;No
742215;;93;0;149;163;3;2;Summer;ACRILICO ·SUMMER· 140x70;·Summer· Pintura realizada en acrílico, montado sobre bastidor.;;·SUMMER· ACRYLIC, 140x70;Painting made in acrylic, set on stretcher.;ACRYLIQUE . SUMMER. 140 X 70;·Summer· peinture à l'Acrylique, sur cadre.;ACRILICO ·SUMMER· 140X70;·Summer· pittura acrilica su tela nuda.;ACRÍLICO ·SUMMER· 140x70;·Summer· Pintura realizada em acrílico, montado sobre bastidor.;742215.jpg;;15;28/02/2020;8,44E+12;140;70;4;0;0;0;60;0;2,4;0,066;145;76;6;4;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Pintura acrílica sobre lienzo;;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
742350;;705;0;1.128;1.234;2;1;Noa;MESA COMEDOR ·NOA· 180x90;Mesa de comedor realizada en metal, lacado en negro mate, y madera de nogal. Tapa laminada de porcelánico y cristal, con decoración marmol blanco.;;·NOA· DINING TABLE, 180x90;Dining table made of metal, lacquered in matt black, and walnut wood. Top of laminated porcelain and glass, with white marble decoration.;TABLE S. À MANGER ·NOA· 180x90;Table de salle à manger réalisée en métal, laquée en noir mat, et bois de noyer. Dessus laminé en grès porcelainé et verre, avec décoration marbre blanc.;TAV. SALA PRANZO ·NOA· 180x90;Tavolo da sala da pranzo in metallo laccato in nero opaco in legno di noce. Superficie di vetro porcellanato e parti in marmo bianco.;MESA D SALA D JANTAR ·NOA· 180;Mesa de sala de jantar em metal, lacado em preto mate, e madeira de nogueira. Tampo laminado de porcelânico e vidro, com decoração mármore branco.;742350.jpg;742350.pdf;-7;08/05/2020;8,44E+12;180;75;90;0;0;0;0;0;105,8;0,429;100;42;60;45;143;47;4;7;99;189;8;53;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal, madera, porcelánico;Negro, nogal,mármol blanco;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
743264;;249;45;219;240;2;1;Zig Zag;MESA COMEDOR·ZIGZAG·162X80;Mesa de comedor de estética industrial, realizada en madera y DM chapado en Fresno. Tapa en acabado natural con pátina blanca . Cremallera decorativa de hierro  y patas de madera, acabado negro fragua.;;·ZIGZAG· DINING TABLE, 162x80;Dining table of industrial aesthetic, made of wood and MDF veneered in Ash wood. Top in natural finish with white patina. Decorative iron zip and wooden legs, finished in forge black.;TABLE SALLE À MANGER ZIGZAG;Table de salle à manger à esthétique industrielle, faite en bois et DM plaqué frêne. Dessus en finition naturelle patine blanche. Décoration fermeture éclair en fer et pieds en bois, finition noir forge.;TAV. S. PRANZO ·ZIGZAG· 162X80;Tavolo da sala da pranzo disegno industriale in legno e fibra con rivestimento di frassino. Superficie con rifinitura in stile naturale e patinata in bianco. Chiusura zip decorativa in ferro e gambe di legno rifinite in color nero forgia.;MESA SALA DE JANTAR·ZIGZAG;Mesa de sala de jantar de estética industrial, realizada em madeira e DM chapado em Fresno. Tampo com acabamento natural com pátina branca. Cremalheira decorativa de ferro e pés de madeira, acabamento preto frágua.;743264.jpg;743264, 743352.pdf;12;;8,44E+12;162;74;80;0;0;0;0;0;27,15;0,161;20;21;75;4;167;86;9;23;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Madera, hierro;Natural, negro forja;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
743352;;147;45;129;141;2;4;Zig Zag;CONSOLA·ZIGZAG·120X40;Consola de estética industrial, realizada en madera y DM chapado en Fresno. Tapa en acabado natural con pátina blanca . Cremallera decorativa de hierro  y patas de madera, acabado negro fragua.;;·ZIGZAG· CONSOLE TABLE 120x40;Console table, of industrial aesthetic. made of wood and MDF veneered in Ash tree. Top in natural finish with white patina. Decorative iron zip and wooden legds, finished in forge black.;CONSOLE·ZIGZAG·120X40;Console à esthétique industrielle, réalisée en bois et DM plaqué en frêne. Dessus avec finition naturelle à patine blanche. Décoration en fermeture éclair en fer et pieds en bois, finition noir forge.;CONSOLE ·ZIGZAG· 120X40;Console disegno industriale in legno e fibra con rivestimento di frassino. Superficie con rifinitura in stile naturale e patinata in bianco. Chiusura zip decorativa in ferro e gambe in legno rifinite in color nero forgia.;CONSOLA·ZIGZAG·120X40;Consola de estética industrial, realizada em madeira e DM chapado em Fresno. Tampa em acabamento natural com pátina branca. Fecho decorativo de ferro e pés de madeira, acabamento preto forjado.;743352.jpg;743264, 743352.pdf;24;;8,44E+12;120;80;40;0;0;0;0;0;15,6;0,078;20;20;80;4;127;45;8;12;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Madera, hierro;Natural, negro forja;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
7437;;36;100;0;0;1;9;E27 Ø mayor 40cm;PANTALLA  Ø40 TONOS GRANATE;Pantalla realizada en tejido translucido en tonos granates. Difusor superior con orificio central de Ø5cm. Para portalámparas E-27.;;Shade Ø 40 maroon tones;;ABAT-JOUR  Ø40 TONS GRENAT;;PARALUME Ø40 TONALITÀ GRANATA;;;;7437.jpg;;3;;8,44E+12;40;19;40;40;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
743826;;147;45;129;141;2;3;Zig Zag;MESA CENTRO·ZIGZAG·120X60;Mesa de centro de estética industrial, realizada en madera y DM chapado en Fresno. Tapa en acabado natural con pátina blanca . Cremallera decorativa de hierro  y patas, acabado negro fragua.;;·ZIGZAG· COFFEE TABLE 120x60;Coffee table, of industrial aesthetic, made of wood and MDF veneered in Ash wood. Top in natural finish with white patina. Decorative iron zip and legs, finished in forge black.;TABLE BASSE·ZIGZAG·120X60;Table basse à esthétique industrielle, faite en bois et DM plaqué frêne. Dessus en finition naturelle patine blanche. Décoration fermeture éclair en fer et pieds, finition noir forge.;TAV. SALOTTO ·ZIGZAG· 120X60;Tavolino da salotto disegno industriale in legno e fibra con rivestimento di frassino. Superficie con rifinitura in stile naturale e patinata in bianco. Chiusura zip decorativa in ferro e gambe rifinite in color nero forgia.;MESA CENTRO·ZIGZAG·120X60;Mesa de centro de estética industrial, realizada em madeira e DM chapado em Fresno. Tampo com acabamento natural com pátina branca. Cremalheira decorativa de ferro e pés, acabamento preto frágua.;743826.jpg;743826.pdf;30;;8,44E+12;120;33;60;0;0;0;0;0;14;0,106;125;13;65;17;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Madera, hierro;Natural, negro forja;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
7441;;48;0;77;84;1;8;Domo;PANTALLA TEXT. BLANCA SOB.DOMO;Pantalla textil blanca. Interior de vinilo cromado. Sistema especial de sujeción para sobremesa pequeño Domo. Difusor superior de metacrilato translucido.;;DOMO WHITE TEXTILE SHADE;White textile shade. Inside of chromed vinyl. Special hold system for small Domo tablelamp. Top difusser of translucent methacrylate.;ABAT-JOUR TEXT. BLANC L.DOMO;Abat-jour textile blanc. Intérieur en vinyle chromé. Système spécial de fixation pour lampe basse petite Domo. Diffuseur supérieur en méthacrylate translucide.;P.LUME TESS.BIANCO A.JOUR DOMO;Paralume in tessuto bianco. Parte interna in vinile cromato. Sistema speciale di fissaggio per l’abat-jour Domo piccolo. Diffusore superiore di plexiglas traslucido.;TELA TECIDO BRANCA SOB.DOMO;Tela tecido branca Interior de vinilo cromado. Sistema especial de fixação para secretária pequeno Domo. Difusor superior de metacrilato translúcido.;7441.jpg;;3;;8,44E+12;35;15;35;35;0;0;0;0;0,6;0,049;43;27;42;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
74411620;;462;70;222;243;4;2;Galatea;ESPEJO APARADOR GALATEA P.FRAN;Espejo realizado en DM y haya. Lacado en patinado francés y pan de oro.;;Mirror for sideboard Galatea french pati;Mirror made of DM and beechwood.;MIROIR BUFFET GALATEA P.FRAN;Miroir. Faite en agglo et hêtre. Laqué en patine française et feuille d'or.;SP. CREDENZA GALATEA ST. PROV.;Specchio. Realizzato in fibra e faggio. Laccato in stile provenzale e lamina d’oro.;;;7441-1620.jpg;;0;;8,44E+12;170;121;0;0;0;0;0;0;0;0,218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
7443;;36;0;58;63;1;8;Domo;PANT. BLANCA DEL APLIQUE DOMO;Pantalla textil blanca. Interior de vinilo cromado. Sistema especial de sujeción para aplique Domo.  Difusor inferior de metacrilato translucido.;;·DOMO· WHITE SHADE WALL LAMP;White textile shade. Inside of chromed vinyl. Special hold system for Domo wallbracket. Lower difusser of translucent methacrylate.;ABAT-JOUR BLANC APPLIQUE DOMO;Abat-jour textile blanc. Intérieur en vinyle chromé. Système spécial de fixation pour applique Domo.  Diffuseur inférieur en méthacrylate translucide.;P.LUME  BIANCO APPLIQUE DOMO;Paralume in tessuto bianco. Parte interna in vinile cromato. Sistema speciale di fissaggio per l’applique Domo. Diffusore inferiore di plexiglas traslucido.;TELA BRANCA DO APLIQUE DOMO;Tela tecido branca Interior de vinilo cromado. Sistema especial de fixação para aplique Domo.  Difusor inferior de metacrilato translúcido.;7443.jpg;;18;02/03/2020;8,44E+12;40;16;20;0;0;0;0;0;0,36;0,024;43;23;24;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
745201;;792;30;887;970;2;1;Morgan;MESA COMEDOR ·MORGAN· 220 GRIS;Mesa de comedor realizada en madera recuperada de olmo, acabado gris con pátina blanca.;;·MORGAN· DINING TABLE,220 GREY;Dining table made of reclaimed elm wood, grey finish with white patina.;;;;;;;745201.jpg;745201.pdf;3;;8,44E+12;220;76;105;0;0;0;0;0;59,2;0,873;90;94;73;19;230;111;10;40;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Madera de olmo;Gris con pátina blanca;0;0;0;0;0;0;0;0;0;;0;0;0;3;;0;0;0;0;0;;;;No
746709;;232;30;260;284;1;1;Odissey;LAMPARA ·ODYSSEY· 26W LED;Lámpara de 6 luces LED realizada en metal acabado cromo, barras de acrílico opal de color blanco. 26W LED. 593 lm. 6.000 K.;;·ODYSSEY· LED LAMP, 26W;LED lamp made of metal, chrome finish, opal acrylic bars of white colour. 26W LED. 593 lm. 6.000 K.;LAMPE ·ODYSSEY· 26W LED;Lampe LED réalisée en métal finition chrome, barres en acrylique opale de couleur blanche. 26W LED. 593 lm. 6.000 K.;LAMP. SOSP. ·ODYSSEY· 26W LED;Lampada a sospensione a illuminazione LED, in metallo cromato e sbarre in materiale acrilico opalescente color bianco. 26W LED. 593 lm. 6.000 K.;CANDEEIRO ·ODYSSEY· 26W LED;Candeeiro LED realizado em metal acabamento crómio, barras de acrílico opalino de cor branca. 26W LED. 593 lm. 6.000 K.;746709.jpg;746709.pdf;9;;8,44E+12;50;46;50;50;70;120;0;0;3,5;0,025;45;24;23;5;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 1;26,40W;110/220 V;50/60 Hz;593;;;0;0;6.000;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal y acrílico;Cromo y opal;0;0;0;0;0;0;4;0;18;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
748472;;147;0;235;257;3;12;Mujer Dorada;FOTO ·MUJER DORADA· 150x100;Fotografía impresa, montada en cristal templado. Incluye herraje para sujección a pared.;;·MUJER DORADA· PHOTOGRAPHY 150x100;Printed photography, set on tempered glass. Hanging ironwork included.;PHOTO ·MUJER DORADA· 150x100;Photographie imprimée, montée sur verre. Inclut système pour accrocher au mur.;FOTO ·MUJER DORADA· 150x100;Fotografia stampata su vetro. Si fornisce con guarnizioni metalliche per collocazione a parete.;FOTO ·MUJER DORADA· 150x100;Fotografia impressa, montada em vidro. Inclui ferragem para fixação à parede.;748472.jpg;;27;29/02/2020;8,44E+12;150;100;1;0;0;0;72;0;15,9;0,087;160;109;5;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Cristal brillo;Fotografía impresa;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
748592;;222;0;355;389;5;1;Heat I;ESTUFA EXT.·HEAT I· 2100W NEG.;Estufa eléctrica para exterior realizada en metal acabado negro. Pantalla textil plisada negra. Calefacción halógena con dos lámparas de 900W y 1.200W. Base metálica. 1,8 metros de cable. IP 44.;;·HEAT I· OUTDOOR HEATER 2100W BLACK;Outdoor electric heater made of metal, black finish. Pleated textile black shade. Halogen heating with two lamps of 900W and 1200W. Metalic base. 1.8 meters of cable. IP44.;RÉCHAUD EXT.·HEAT I·2100W NEG.;Réchaud électrique pour extérieur réalisé en métal finition en noir. Abat-jour textile plissé noir. Chauffage halogène avec deux lampes de 900W y 1.200W. 1,8 mètres de câble. IP 44.;STUFA EST. ·HEAT I· 2100W NERA;Stufa elettrica per esterni in metallo nero. Schermo in tessuto plissettato nero. Riscaldamento a due lampade alogene rispettivamente da 900W e 1.200W . 1,8 metri di cavo. IP 44.;ESTUFA EXT.·HEAT I· 2100W PRET;Estufa elétrica para exterior em metal, acabamento preto. Tela tecido plissada preta. Aquecimento com lâmpadas halogéneas com duas lâmpadas de 900W e 1.200W. 1,8 metros de cabo. IP 44.;748592.jpg;748592.pdf;21;;8,44E+12;0;210;0;60;0;0;134;0;15,9;0,18;67;40;67;19;0;0;0;0;0;0;0;0;0;0;0;0;;IP 44;Class 1;2100 W;220 V;50 Hz;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal, tejido;Negro;20;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
748592UK;;222;0;355;389;5;1;Heat I;ESTUFA EXT.·HEAT I· 2100W NEG.;Estufa eléctrica para exterior realizada en metal acabado negro. Pantalla textil plisada negra. Calefacción halógena con dos lámparas de 900W y 1.200W. Base metálica. 1,8 metros de cable. IP 44.;;·HEAT I· OUTDOOR HEATER 2100W BLACK;Outdoor electric heater made of metal, black finish. Pleated textile black shade. Halogen heating with two lamps of 900W and 1200W. Metalic base. 1.8 meters of cable. IP44.;;;;;;;748592UK.jpg;;24;;8,44E+12;0;210;0;60;0;0;0;0;15,9;0,18;67;40;67;19;0;0;0;0;0;0;0;0;0;0;0;0;;IP 44;Class 1;2100W;220 V;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal, tejido;Negro;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;Sí
748719;;192;0;307;336;5;1;Heat Sound;ESTUFA EXT.·HEAT SOUND· 1500W;Estufa eléctrica para exterior con luz led RGB con mando a distancia  y altavoz  con conexión bluetooth. Realizada en metal acabado negro.  Con rejilla protectora especial y base metálica. Calefacción halógena de 1.500W. 1,8 metros de cable.  IP 55.;;·HEAT SOUND· OUTDOOR HEATER 1500W;Outdoor electric heater with RGB LED light, with remote control and speaker with bluetooth conection. Made of metal, black finish. With protective mesh and metal base. Halogen heat of 1,500W. 1.8 mt of cable.  IP55. Lighting 8W LED RGB, 180 lm, 3,000;RÉCHAUD EXT.·HEAT SOUND· 1500W;Réchaud électrique pour extérieur avec lumière led RGB,télécommande et haut-parleur avec connex.Bluetooth. Réalisée en métal finition noir. Avec grille de protection spéciale et base métallique. Chauffage halogène de 1.500W 1,8 mètres de câble  IP55.;STUFA EST. ·HEAT SOUND· 1500W;Stufa elettrica da esterni, a luce LED RGB, telecomando e altoparlante con connessione bluetooth. Struttura in metallo nero. Base metallica e griglia speciale di protezione. Riscaldamento alogeno da 1.500W. Fornita di cavo di 1,8 m. IP 55.;ESTUFA EXT.·HEAT SOUND· 1500W;Estufa elétrica para exterior com luz led RGB com comando à distância  e alta-voz  com ligação Bluetooth. Realizado em metal, acabamento preto.  Com rede protetora especial e base metálica. Aquecimento halógeno de 1.500W. 1,8 metros de cabo.  IP 55.;748719.jpg;748719.pdf;103;20/06/2020;8,44E+12;0;110;0;28;0;0;116;0;5,7;0,091;116;23;34;8;0;0;0;0;0;0;0;0;0;0;0;0;;IP 55;Class 1;8W + 1500W;220/240 V;50/60 Hz;180;;;0;0;3.000;5.000;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal, aluminio, plastico;Negro, opal;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
748719UK;;192;0;307;336;5;14;Heat Sound;ESTUFA EXT.·HEAT SOUND· 1500W;Estufa eléctrica para exterior con luz led con mando a distancia,  y altavoz  con conexión bluetooth. Realizada en metal acabado negro.  Con rejilla protectora especial y base metálica. Calefacción halógena de 1.500W. 1,8 metros de cable.  IP 55. Cla;;·HEAT SOUND· OUTDOOR HEATER 1500W;Outdoor electric heater with RGB LED light, with remote control and speaker with bluetooth conection. Made of metal, black finish. With protective mesh and metal base. Halogen heat of 1500W. 1.8 mt of cable.  IP55. Lighting 8W LED RGB, 180 lm, 3000K.;;;;;;;748719UK.jpg;748719UK.pdf;105;20/06/2020;8,44E+12;0;110;0;28;0;0;0;0;5,7;0,091;116;23;34;8;0;0;0;0;0;0;0;0;0;0;0;0;;IP 55;Class 1;8W + 1500W;220 V;50/60 Hz;0;;;0;0;3.000;5.000;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal, aluminio, plastico;Negro, opal;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;Sí
7502;;84;100;0;0;1;9;E27 Ø mayor 40cm;PANTALLA 50x30 NACAR PAPEL FL.;Pantalla para pie de salón y/o sobremesa (E-27), realizada en papel de color blanco y nacarado, sobre soporte de vinílico. Remate decorativo de fleco blanco.;;Shade 50x30;Paper and vynil shades with nacre white embossed and finish off with white fringers.;ABAT-JOUR 50x30 NACRÉ papier F;Abat-jour pour lampadaire et/ou lampe basse (E-27), en papier de couleur blanche et nacré, sur support vinylique à rebord décoratif avec frange blanche.;P.LUME 50x30 M.PERLA CARTA FR.;Paralume per piantana da salotto e/o abat-jour (E-27) in carta bianca madreperlata su sostegno vinilico. Rifinitura decorativa a frange bianche.;;;7502.jpg;;15;;8,44E+12;50;52;50;50;0;0;0;0;0;0,075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
75064543;;0,01;0;0;0;0;0;Habitación Zaragoza;CABECERO PARIS SOMIER 150 CM;Ref. y precio corresponde sólo al cabecero. Cabecero para somier de 150 cm. Chapado en mukali y macizos de haya. Acabado cerezo. Disponibles 6 unidades.;;Paris headboard of 150 cm;Item number and price are only for the headboard. Headboard for 150 cm bolster. Mukali veneer and beech solids. Cherry finish. 6 pcs available.;TÊTE DE LIT PARIS SOMMIER 150;La réf. et le prix correspondent seulement à la tête de lit. Tête de lit pour SOMMIER de 150 cm. Plaqué en mukali et hêtre massif. Finition cerisier. Disponibles 6 unités.;SPALLIERA PARIGI RETE 150 CM.;Il numero di riferimento e il prezzo si riferiscono solo alla spalliera per rete da 150 cm. Realizzata in rivestimento di aniegrè e massello di faggio. Rifiniture in ciliegio. Stock di 6 unità.;;;7506 4543.jpg;;1;01/04/2020;8,44E+12;170;112;4;0;0;0;0;0;0;0,139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
7507/210;;583;80;187;204;0;0;Piezas sueltas hoteles;CABECERO -PARIS II- DE 210cm.;Cabecero de la colección París acabado en cerezo, fabricado en chapas de mukaly y marquetería. Para somier de 200 cm, o bien dos somieres de 100 cm juntos.;;·Paris· headboard of 210 cms.;Headboard form the ·Paris· collection, cherry finish, made of mukaly sheets and marquetry. For mattress of 200 cms. or 2x100 cms. together. 14 pcs available.;TÊTE DE LIT -PARIS II- DE 210c;Tête de lit de la collection Paris finition en cerisier, fabriqué en plaqué de mukaly et en marqueterie. Pour SOMMIER de 200 cm, ou bien deux SOMMIERs de 100 cm placés ensemble.;SPALLIERA -PARIGI II- 210 CM.;Spalliera della collezione Parigi, rifinita in ciliegio e rivestita in lamine di aniegrè e lavorata a intarsi. Per una rete da 200 cm. o due da 100 cm.;;;7507 210.jpg;;11;;8,44E+12;210;120;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
751213;;291;0;466;509;3;3;Cubic;BAJORRELIEVE ·CUBIC· RECTANGUL;Bajorrelieve rectangular, con marco tipo vitrina con cristal, acabado PAN DE PLATA. Composición interior realizada con cubos, acabados en plata, oro y negro.;;·CUBIC· RECTANG. BASS-RELIEF;Rectangular bas-relief, with frame like showcase style with glass, SILVER LEAF finish. Inside with cubes, finished in silver, gold and black.;BAS-RELIEF ·CUBIC· RECTANGUL;BAS-RELIEF dans cadre type vitrine avec verre, cadre en feuille d'argent. Composition intérieure réalisée avec des cubes, finitions en argent, or et noir.;BASSORILIEVO ·CUBIC· RETTANG.;Bassorilievo rettangolare con cornice sporgente e vetro rifinita in lamina d’argento. Motivo ornamentale a cubi rifiniti in argento, oro e nero.;BAIXO-RELEVO ·CUBIC· RETANGUL;Baixo-relevo retangular, com moldura tipo vitrina com vidro, acabamento em PRATEADO. Composição interior realizada com cubos, acabamentos em prateado, dourado e preto.;751213.jpg;;24;20/06/2020;8,44E+12;160;60;8;0;0;0;187;0;16,5;0,179;170;70;15;20;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
